transaction_id,customer_id,product_id,transaction_date,amount,quantity,promo_code,ingestion_timestamp,source_file
T002833,C00382,P0019,05/27/2025,$742.00,4,SAVE10,2025-05-27 22:00:00,batch_2025_01.csv
T000867,C00284,P0105,2025-01-08,66.39,1,,2025-01-09 03:00:00,batch_2025_01.csv
T000036,C00392,P0066,2025-01-31,266.19,2,SAVE10,2025-01-31 01:00:00,batch_2025_01.csv
T002909,C00163,P0011,04/01/2025,421.92,5,,2025-04-02 01:00:00,batch_2025_01.csv
T004495,C00419,P0122,04/09/2025,649.86,4,,2025-04-10 02:00:00,batch_2025_01.csv
T002377,C00401,P0139,01/09/2025,749.43,3,,2025-01-10 12:00:00,batch_2025_01.csv
T000912,C00391,P0049,2025-03-17,770.16,3,,2025-03-17 10:00:00,batch_2025_01.csv
T001244,C00181,P0145,2025-07-03,$310.65,3,SAVE10,2025-07-03 09:00:00,batch_2025_01.csv
T004692,C00177,P0043,02/10/2025,$602.69,3,WELCOME5,2025-02-10 15:00:00,batch_2025_01.csv
T001312,C00266,P0072,2025-06-07,521.02,1,,2025-06-07 21:00:00,batch_2025_01.csv
T002525,C00215,P0054,08/28/2025,384.62,3,,2025-08-29 09:00:00,batch_2025_01.csv
T004452,C00288,P0123,2025-02-10,84.17,3,,2025-02-10 08:00:00,batch_2025_01.csv
T002708,C00364,P0123,2025-07-21,$128.40,4,SAVE10,2025-07-21 12:00:00,batch_2025_01.csv
T001731,C00156,P0036,2031-01-01,293.02,4,SAVE10,2025-03-05 07:00:00,batch_2025_01.csv
T003160,C00396,P0103,2025-04-27,$367.15,4,WELCOME5,2025-04-28 03:00:00,batch_2025_01.csv
T002337,C00410,P0045,2025-06-18,843.61,3,,2025-06-18 05:00:00,batch_2025_01.csv
T002304,C00482,P0107,03/19/2025,736.39,1,SAVE10,2025-03-19 21:00:00,batch_2025_01.csv
T000288,C00176,P0044,2025-02-11,800.03,1,,2025-02-12 23:00:00,batch_2025_01.csv
T003969,C00500,P0028,2019-13-40,693.53,4,,2025-01-01 01:00:00,batch_2025_01.csv
T000410,C00435,P0043,2025-02-05,$683.43,5,,2025-02-06 05:00:00,batch_2025_01.csv
T003711,C00291,P0126,2025-02-28,425.82,5,,2025-03-01 23:00:00,batch_2025_01.csv
T004780,C00389,P0121,2025-02-14,$598.85,4,,2025-02-15 01:00:00,batch_2025_01.csv
T002923,C00429,P0006,2025-08-26,840.74,2,,2025-08-26 10:00:00,batch_2025_01.csv
T000555,C00084,P0038,2025-07-02,0.00,4,,2025-07-02 04:00:00,batch_2025_01.csv
T001876,C00096,P0028,2025-07-04,661.50,5,,2025-07-05 04:00:00,batch_2025_01.csv
T003122,C00099,P9999,2025-08-14,583.44,3,,2025-08-14 10:00:00,batch_2025_01.csv
T004741,C00363,P0145,2025-01-07,$602.44,3,WELCOME5,2025-01-07 09:00:00,batch_2025_01.csv
T001304,C00065,P0009,2025-01-07,751.80,5,WELCOME5,2025-01-08 21:00:00,batch_2025_01.csv
T001706,C00022,P0134,01/02/2025,$100.60,2,,2025-01-02 17:00:00,batch_2025_01.csv
T003653,C00057,P0144,03/21/2025,573.07,1,,2025-03-21 01:00:00,batch_2025_01.csv
T004719,C00239,P0005,2025-04-03,754.47,1,SAVE10,2025-04-04 19:00:00,batch_2025_01.csv
T004160,C00066,P0049,2025-03-06,$446.85,3,,2025-03-07 00:00:00,batch_2025_01.csv
T002409,C00213,P9999,2025-04-26,$247.06,2,,2025-04-27 08:00:00,batch_2025_01.csv
T004076,C00406,P0071,2025-06-14,818.63,5,SAVE10,2025-06-14 05:00:00,batch_2025_01.csv
T000183,C00293,P0134,2025-04-08,159.27,4,,2025-04-08 11:00:00,batch_2025_01.csv
T002257,C00475,P0002,06/23/2025,259.18,4,,2025-06-23 22:00:00,batch_2025_01.csv
T001868,C00269,P0075,2025-01-29,189.83,4,,2025-01-29 19:00:00,batch_2025_01.csv
T002506,C00323,P0043,2025-04-24,751.39,2,WELCOME5,2025-04-25 06:00:00,batch_2025_01.csv
T003856,C00322,P0142,2025-02-15,,5,WELCOME5,2025-02-15 22:00:00,batch_2025_01.csv
T004249,C00391,P0038,2025-03-25,231.49,2,,2025-03-25 22:00:00,batch_2025_01.csv
T004772,C00343,P0050,2025-01-26,27.04,5,,2025-01-27 09:00:00,batch_2025_01.csv
T004450,C00027,P0041,04/27/2025,618.45,1,WELCOME5,2025-04-28 19:00:00,batch_2025_01.csv
T002568,C00224,P0070,2025-01-11,408.55,5,SAVE10,2025-01-12 09:00:00,batch_2025_01.csv
T003386,C00137,P0108,2025-05-17,697.02,5,WELCOME5,2025-05-17 06:00:00,batch_2025_01.csv
T000869,C00043,P0129,2025-02-06,189.48,2,WELCOME5,2025-02-07 00:00:00,batch_2025_01.csv
T003605,C00313,P0066,01/18/2025,838.99,3,SAVE10,2025-01-19 16:00:00,batch_2025_01.csv
T002688,C00219,P0034,2025-05-18,$14.46,5,,2025-05-18 02:00:00,batch_2025_01.csv
T002977,C00118,P0147,05/01/2025,8.71,3,,2025-05-01 16:00:00,batch_2025_01.csv
T003147,C00172,P0144,2025-06-24,46.64,4,SAVE10,2025-06-25 04:00:00,batch_2025_01_late.csv
T003229,C00095,P0118,2025-02-08,$736.87,2,,2025-02-09 12:00:00,batch_2025_01.csv
T004589,C00192,P0055,2025-06-28,,3,,2025-06-28 05:00:00,batch_2025_01.csv
T001814,C00108,P0062,2025-06-30,419.47,1,,2025-06-30 10:00:00,batch_2025_01.csv
T003088,C00344,P0150,2025-05-28,51.48,5,,2025-05-28 16:00:00,batch_2025_01.csv
T000414,C00279,P0146,2025-06-17,$163.07,1,WELCOME5,2025-06-18 01:00:00,batch_2025_01.csv
T003378,C00217,P0074,03/22/2025,$770.99,5,WELCOME5,2025-03-22 18:00:00,batch_2025_01.csv
T000643,C00174,P0015,2025-07-04,N/A,5,SAVE10,2025-07-04 03:00:00,batch_2025_01.csv
T000550,C00463,P0037,2025-06-15,$421.51,2,WELCOME5,2025-06-16 05:00:00,batch_2025_01.csv
T001842,C00395,P0118,2025-06-14,353.45,4,,2025-06-15 00:00:00,batch_2025_01.csv
T000308,C00069,P0077,2025-04-24,877.00,1,,2025-04-24 21:00:00,batch_2025_01.csv
T002237,C00441,P0107,2025-06-29,685.52,2,,2025-06-29 04:00:00,batch_2025_01.csv
T003085,C99999,P0104,02/23/2025,349.15,4,,2025-02-24 07:00:00,batch_2025_01.csv
T004643,C00435,P0069,2025-03-31,398.49,2,,2025-04-01 14:00:00,batch_2025_01.csv
T003651,C00074,P0078,2025-04-15,$655.84,3,,2025-04-16 12:00:00,batch_2025_01.csv
T003646,C00126,P0119,2025-01-20,217.36,1,,2025-01-20 20:00:00,batch_2025_01.csv
T004286,C00484,P0073,2025-06-05,453.22,5,,2025-06-05 16:00:00,batch_2025_01.csv
T004734,C00426,P0026,03/29/2025,527.19,2,,2025-03-29 04:00:00,batch_2025_01.csv
T003643,C00299,P0143,2025-02-19,348.40,4,WELCOME5,2025-02-20 03:00:00,batch_2025_01.csv
T003011,C00404,P0020,2025-04-01,$378.43,1,SAVE10,2025-04-01 15:00:00,batch_2025_01.csv
T001514,C00267,P0133,08/15/2025,522.83,4,,2025-08-15 18:00:00,batch_2025_01.csv
T000670,C00184,P0076,2025-01-24,,4,WELCOME5,2025-01-24 02:00:00,batch_2025_01.csv
T001277,C00442,P0098,2025-01-12,351.12,4,WELCOME5,2025-01-12 15:00:00,batch_2025_01.csv
T000193,C00305,P0022,2025-03-05,105.56,5,,2025-03-06 19:00:00,batch_2025_01.csv
T001993,C00359,P0016,2025-08-29,367.17,2,,2025-08-30 08:00:00,batch_2025_01.csv
T000654,C00487,P0023,2025-07-20,567.45,2,,2025-07-20 20:00:00,batch_2025_01.csv
T003310,C00215,P0103,2025-01-18,$461.33,2,SAVE10,2025-01-18 14:00:00,batch_2025_01.csv
T002454,C00376,P0149,05/17/2025,486.50,5,WELCOME5,2025-05-17 13:00:00,batch_2025_01_late.csv
T002066,C00210,P0120,2025-02-05,$679.37,1,,2025-02-05 04:00:00,batch_2025_01.csv
T001635,C00283,P0050,03/10/2025,444.04,1,,2025-03-10 06:00:00,batch_2025_01.csv
T001550,C00388,P0098,2025-08-08,188.32,4,,2025-08-09 22:00:00,batch_2025_01.csv
T002794,C00080,P0033,01/08/2025,366.99,1,SAVE10,2025-01-08 01:00:00,batch_2025_01.csv
T004642,C00468,P0126,2025-06-29,541.17,4,,2025-06-30 17:00:00,batch_2025_01.csv
T002645,C00396,P0072,2025-04-29,385.18,4,,2025-04-30 06:00:00,batch_2025_01.csv
T002231,C00480,P0086,2025-03-25,$812.86,3,,2025-03-25 07:00:00,batch_2025_01.csv
T003399,C00454,P0078,05/23/2025,$114.75,1,,2025-05-25 00:00:00,batch_2025_01.csv
T000279,C00192,P0102,2025-03-28,530.73,4,SAVE10,2025-03-28 20:00:00,batch_2025_01.csv
T002071,C00392,P0073,2025-01-24,$165.11,4,WELCOME5,2025-01-24 19:00:00,batch_2025_01.csv
T004631,C00083,P0029,2025-08-21,117.73,5,,2025-08-22 03:00:00,batch_2025_01.csv
T004549,C00419,P0132,07/21/2025,334.87,5,SAVE10,2025-07-22 23:00:00,batch_2025_01.csv
T002338,C00040,P0145,2025-06-22,691.65,5,,2025-06-22 22:00:00,batch_2025_01.csv
T001654,C00255,P0101,2025-08-01,149.22,5,SAVE10,2025-08-02 12:00:00,batch_2025_01.csv
T002956,C00407,P0099,2025-07-01,$763.13,3,WELCOME5,2025-07-01 17:00:00,batch_2025_01.csv
T001696,C00348,P0097,05/08/2025,34.67,1,WELCOME5,2025-05-09 04:00:00,batch_2025_01.csv
T002781,C00181,P0091,2025-07-15,$206.30,5,SAVE10,2025-07-16 04:00:00,batch_2025_01.csv
T004968,C00228,P0055,2025-07-04,231.62,3,WELCOME5,2025-07-04 09:00:00,batch_2025_01.csv
T002495,C00084,P0025,2025-05-19,$636.21,3,,2025-05-20 15:00:00,batch_2025_01.csv
T004091,C00049,P0009,03/17/2025,436.84,3,,2025-03-18 22:00:00,batch_2025_01.csv
T000568,C00239,P0031,02/23/2025,665.82,3,,2025-02-24 16:00:00,batch_2025_01.csv
T001623,C00213,P0031,2025-06-08,$482.82,4,,2025-06-09 03:00:00,batch_2025_01.csv
T002145,C00151,P0097,06/24/2025,$898.79,5,WELCOME5,2025-06-24 18:00:00,batch_2025_01.csv
T004344,C00283,P0082,2025-02-26,631.79,2,WELCOME5,2025-02-27 12:00:00,batch_2025_01.csv
T001483,C00236,P0093,2025-06-23,$305.05,1,,2025-06-24 22:00:00,batch_2025_01.csv
T001912,C00193,P0011,2025-01-11,500.87,2,SAVE10,2025-01-12 17:00:00,batch_2025_01.csv
T000207,C00217,P0048,05/18/2025,442.11,2,WELCOME5,2025-05-19 21:00:00,batch_2025_01.csv
T002048,C00039,P0078,2025-05-21,218.75,3,,2025-05-21 10:00:00,batch_2025_01.csv
T001902,C00085,P0071,2025-03-28,893.53,1,,2025-03-28 02:00:00,batch_2025_01.csv
T003129,C00005,P0086,03/06/2025,578.98,5,,2025-03-07 15:00:00,batch_2025_01.csv
T000696,C00100,P0126,06/04/2025,291.44,3,SAVE10,2025-06-05 09:00:00,batch_2025_01.csv
T002555,C00389,P0078,2025-07-21,269.48,4,,2025-07-21 09:00:00,batch_2025_01.csv
T004092,C00002,P0032,2025-04-10,21.58,2,WELCOME5,2025-04-10 06:00:00,batch_2025_01.csv
T004941,C00089,P0101,2025-01-22,23.92,4,WELCOME5,2025-01-23 18:00:00,batch_2025_01.csv
T001886,,P0110,08/28/2025,$629.17,2,,2025-08-28 23:00:00,batch_2025_01.csv
T003351,C00395,P0021,2025-02-06,766.34,3,,2025-02-07 05:00:00,batch_2025_01.csv
T002846,C00064,P0143,05/24/2025,$22.53,3,,2025-05-24 08:00:00,batch_2025_01.csv
T000945,C00176,P0103,2025-04-12,771.35,2,,2025-04-12 09:00:00,batch_2025_01_late.csv
T000825,C00414,P0017,2025-01-30,$309.26,4,,2025-01-31 16:00:00,batch_2025_01.csv
T004017,C00367,P0070,2025-05-28,381.27,2,,2025-05-28 20:00:00,batch_2025_01.csv
T002154,C00364,P0026,08/22/2025,90.33,5,SAVE10,2025-08-23 09:00:00,batch_2025_01.csv
T002273,C00499,P0093,07/01/2025,,1,,2025-07-01 13:00:00,batch_2025_01.csv
T003727,C00170,P0053,2025-04-22,520.29,1,WELCOME5,2025-04-23 13:00:00,batch_2025_01.csv
T003215,C00339,P0091,2025-04-20,592.18,4,,2025-04-21 17:00:00,batch_2025_01.csv
T000793,C00498,P0002,2025-05-27,477.21,4,,2025-05-27 12:00:00,batch_2025_01.csv
T001989,C00294,P0140,08/01/2025,$311.40,4,,2025-08-02 08:00:00,batch_2025_01.csv
T002447,C00105,P0079,06/01/2025,558.13,3,,2025-06-02 13:00:00,batch_2025_01.csv
T001462,C00060,P0114,2025-02-20,82.38,4,,2025-02-20 07:00:00,batch_2025_01.csv
T000119,C00063,P0147,04/08/2025,611.55,2,,2025-04-09 02:00:00,batch_2025_01.csv
T002063,C00156,P0051,2025-06-17,434.35,2,,2025-06-19 00:00:00,batch_2025_01.csv
T003721,C00425,P0018,2025-07-03,$397.67,2,SAVE10,2025-07-03 11:00:00,batch_2025_01.csv
T004277,C00354,P0104,2025-05-16,602.76,5,SAVE10,2025-05-16 02:00:00,batch_2025_01.csv
T001748,C00202,P0001,07/27/2025,67.36,5,WELCOME5,2025-07-27 17:00:00,batch_2025_01.csv
T004953,C00390,P0146,04/22/2025,$468.97,1,,2025-04-22 14:00:00,batch_2025_01.csv
T002074,C00430,P0017,2025-07-08,730.93,5,WELCOME5,2025-07-09 18:00:00,batch_2025_01.csv
T003623,C00270,P0132,2025-04-26,$653.11,4,,2025-04-27 00:00:00,batch_2025_01.csv
T003925,C00399,P0061,05/19/2025,$390.10,4,,2025-05-20 12:00:00,batch_2025_01.csv
T001901,C00076,P0114,2025-07-04,$71.72,3,SAVE10,2025-07-05 17:00:00,batch_2025_01.csv
T000657,C00091,P0041,2025-01-12,605.77,4,,2025-01-12 04:00:00,batch_2025_01.csv
T000176,C00051,P0112,2025-01-20,$215.07,5,SAVE10,2025-01-20 22:00:00,batch_2025_01.csv
T001593,C00422,P0106,08/04/2025,344.40,5,,2025-08-04 13:00:00,batch_2025_01.csv
T000626,C00395,P0050,06/23/2025,471.80,1,,2025-06-24 21:00:00,batch_2025_01.csv
T003034,C00060,P0053,2025-07-20,$790.20,1,,2025-07-21 22:00:00,batch_2025_01.csv
T004507,C99999,P0134,01/19/2025,196.32,2,WELCOME5,2025-01-20 05:00:00,batch_2025_01.csv
T002590,C00290,P0005,2025-08-10,263.88,4,WELCOME5,2025-08-11 02:00:00,batch_2025_01.csv
T003516,C00293,P0085,06/12/2025,$335.94,1,,2025-06-13 14:00:00,batch_2025_01.csv
T002110,C00500,P0114,2025-07-07,$866.57,3,WELCOME5,2025-07-08 11:00:00,batch_2025_01.csv
T004828,C00057,P0113,2025-05-21,786.66,4,WELCOME5,2025-05-21 01:00:00,batch_2025_01.csv
T003126,C00258,P0069,07/29/2025,120.84,2,,2025-07-29 17:00:00,batch_2025_01.csv
T002423,C00384,P0080,2025-01-31,699.36,3,,2025-02-01 21:00:00,batch_2025_01_late.csv
T004703,C00124,P0070,2025-04-19,633.34,1,,2025-04-19 09:00:00,batch_2025_01_late.csv
T001005,C00340,P0057,01/03/2025,103.07,3,,2025-01-04 11:00:00,batch_2025_01.csv
T001272,C00150,P0063,2025-03-10,$477.95,1,,2025-03-10 21:00:00,batch_2025_01.csv
T002547,C00201,P0107,2025-01-18,651.53,5,WELCOME5,2025-01-19 13:00:00,batch_2025_01.csv
T004929,C00476,P0131,2025-02-14,119.49,4,WELCOME5,2025-02-14 01:00:00,batch_2025_01.csv
T003468,C00322,P0031,2025-04-16,$700.81,3,SAVE10,2025-04-16 11:00:00,batch_2025_01.csv
T000067,C00306,P0138,2025-05-12,22.66,4,,2025-05-13 13:00:00,batch_2025_01.csv
T003363,C00145,P0007,02/08/2025,244.50,4,,2025-02-08 02:00:00,batch_2025_01.csv
T000629,C00327,P0032,01/31/2025,639.60,5,,2025-01-31 06:00:00,batch_2025_01.csv
T000111,C00299,P0079,2025-07-05,$718.71,3,WELCOME5,2025-07-06 21:00:00,batch_2025_01.csv
T001329,C00431,P0126,2025-06-25,544.14,2,SAVE10,2025-06-25 16:00:00,batch_2025_01.csv
T003246,C00459,P0022,2025-07-01,473.03,5,,2025-07-01 13:00:00,batch_2025_01.csv
T000017,C00380,P0108,2025-07-10,$477.27,5,WELCOME5,2025-07-10 05:00:00,batch_2025_01.csv
T004606,C00327,P0070,05/02/2025,771.43,4,,2025-05-02 05:00:00,batch_2025_01.csv
T002335,C00402,P0074,02/28/2025,600.26,3,SAVE10,2025-03-01 13:00:00,batch_2025_01.csv
T003030,C00383,P0019,not-a-date,789.54,2,,2025-06-04 03:00:00,batch_2025_01.csv
T000981,C00417,P9999,2025-02-23,247.97,2,SAVE10,2025-02-25 00:00:00,batch_2025_01.csv
T002152,C00090,P0039,2025-07-15,270.35,4,,2025-07-16 05:00:00,batch_2025_01.csv
T002911,C00425,P0141,2025-06-18,$48.28,3,,2025-06-19 04:00:00,batch_2025_01.csv
T004649,C00044,P0072,2025-02-04,$755.63,2,SAVE10,2025-02-04 17:00:00,batch_2025_01.csv
T004983,C00430,P0129,2025-02-22,$104.42,2,SAVE10,2025-02-24 00:00:00,batch_2025_01.csv
T000861,C00044,P0137,2025-04-13,549.31,1,,2025-04-14 14:00:00,batch_2025_01.csv
T003638,C00003,P0043,2025-01-10,121.64,1,,2025-01-10 09:00:00,batch_2025_01.csv
T004181,C00081,P0125,06/23/2025,137.64,4,,2025-06-23 13:00:00,batch_2025_01.csv
T003099,C00346,P0030,2025-06-10,356.59,4,SAVE10,2025-06-11 12:00:00,batch_2025_01.csv
T000813,C00440,P0007,2025-06-16,194.63,5,,2025-06-16 10:00:00,batch_2025_01.csv
T000528,C00299,P0135,2025-02-13,$46.79,5,,2025-02-13 04:00:00,batch_2025_01.csv
T003050,C00420,P0097,2025-04-18,$462.25,5,SAVE10,2025-04-18 12:00:00,batch_2025_01.csv
T000983,C00091,P0096,2025-02-04,$174.27,1,SAVE10,2025-02-04 13:00:00,batch_2025_01.csv
T000935,C00168,P0106,2025-01-29,356.87,1,SAVE10,2025-01-29 09:00:00,batch_2025_01.csv
T002851,C00009,P0034,2025-07-24,183.49,1,,2025-07-24 05:00:00,batch_2025_01.csv
T001962,C00337,P0144,08/03/2025,683.25,4,,2025-08-03 19:00:00,batch_2025_01.csv
T004975,C00367,P0037,2025-03-25,$796.15,4,SAVE10,2025-03-26 11:00:00,batch_2025_01.csv
T002256,C00008,P0039,2025-01-30,798.67,2,WELCOME5,2025-01-30 06:00:00,batch_2025_01.csv
T004423,C00223,P0003,05/17/2025,352.79,5,SAVE10,2025-05-18 09:00:00,batch_2025_01.csv
T002188,C00100,P0081,2025-08-10,$283.92,1,,2025-08-11 14:00:00,batch_2025_01.csv
T004326,C00212,P0083,08/20/2025,145.22,1,,2025-08-20 08:00:00,batch_2025_01.csv
T000954,C00062,P0060,2025-04-02,198.69,3,,2025-04-02 21:00:00,batch_2025_01.csv
T004539,C00201,P0069,02/23/2025,$266.77,4,WELCOME5,2025-02-23 11:00:00,batch_2025_01.csv
T001203,C00113,P0030,2025-01-10,55.40,1,,2025-01-11 13:00:00,batch_2025_01.csv
T004013,C00500,P0040,03/19/2025,$376.71,5,,2025-03-20 05:00:00,batch_2025_01.csv
T002527,C00211,P0148,2025-04-18,$719.18,5,,2025-04-19 08:00:00,batch_2025_01.csv
T002391,C00329,P0127,2025-03-08,$294.43,5,,2025-03-09 03:00:00,batch_2025_01.csv
T002225,C00447,P0039,01/16/2025,383.24,4,,2025-01-17 02:00:00,batch_2025_01.csv
T000130,C00313,P0104,2025-05-12,$745.67,2,,2025-05-12 21:00:00,batch_2025_01.csv
T003780,C00171,P0014,04/15/2025,120.45,4,SAVE10,2025-04-15 14:00:00,batch_2025_01.csv
T004141,C00227,P0127,2025-06-15,159.33,5,WELCOME5,2025-06-15 01:00:00,batch_2025_01.csv
T002261,C00237,P0119,2025-06-27,801.82,1,,2025-06-28 15:00:00,batch_2025_01.csv
T001724,C00052,P0043,2025-07-09,132.17,3,SAVE10,2025-07-10 15:00:00,batch_2025_01.csv
T002595,C00115,P0067,07/05/2025,286.35,2,,2025-07-05 03:00:00,batch_2025_01.csv
T003092,C00416,P0037,03/15/2025,210.40,2,,2025-03-15 23:00:00,batch_2025_01.csv
T004919,C00434,P0045,2025-08-09,354.80,1,,2025-08-10 14:00:00,batch_2025_01.csv
T003387,C00187,P0043,2025-05-06,626.84,5,WELCOME5,2025-05-07 12:00:00,batch_2025_01.csv
T003701,C00467,P0027,2025-08-16,$163.93,5,WELCOME5,2025-08-17 15:00:00,batch_2025_01.csv
T000799,C00437,P0054,2025-07-19,$153.34,2,,2025-07-20 02:00:00,batch_2025_01.csv
T002932,C00269,P0006,2025-01-05,776.23,2,WELCOME5,2025-01-06 20:00:00,batch_2025_01.csv
T001752,C00021,P0146,01/29/2025,$61.41,3,SAVE10,2025-01-29 22:00:00,batch_2025_01.csv
T000851,C00437,P0105,2025-04-05,$106.42,1,,2025-04-06 13:00:00,batch_2025_01.csv
T001219,C00495,P0075,2025-06-20,564.43,3,,2025-06-20 11:00:00,batch_2025_01.csv
T004094,C00036,P0123,02/01/2025,94.24,2,,2025-02-02 20:00:00,batch_2025_01.csv
T000777,C00317,P0110,02/08/2025,543.55,5,,2025-02-08 06:00:00,batch_2025_01.csv
T002618,C00055,P0128,05/31/2025,-45.00,1,,2025-06-01 06:00:00,batch_2025_01.csv
T002370,C00070,P0030,2025-08-10,190.00,3,WELCOME5,2025-08-11 06:00:00,batch_2025_01.csv
T001595,C00060,P0041,2025-05-06,812.78,3,SAVE10,2025-05-06 05:00:00,batch_2025_01.csv
T001763,C00492,P0007,2025-05-25,620.35,1,SAVE10,2025-05-25 16:00:00,batch_2025_01.csv
T000909,C00336,P0029,2025-02-23,309.84,3,,2025-02-23 20:00:00,batch_2025_01.csv
T003425,C00195,P0039,02/12/2025,536.96,5,,2025-02-13 00:00:00,batch_2025_01.csv
T004271,C00379,P0086,2025-08-27,$517.27,4,,2025-08-28 00:00:00,batch_2025_01.csv
T002193,C00001,P0115,2025-01-26,491.16,5,,2025-01-27 02:00:00,batch_2025_01.csv
T002804,C00388,P0075,2025-01-02,765.82,4,,2025-01-02 20:00:00,batch_2025_01.csv
T000561,C00214,P0046,2025-03-14,$151.91,5,WELCOME5,2025-03-15 16:00:00,batch_2025_01.csv
T000355,C00268,P0025,2025-07-06,$394.10,4,,2025-07-06 16:00:00,batch_2025_01.csv
T004315,C00427,P0067,2025-01-13,429.28,2,WELCOME5,2025-01-14 23:00:00,batch_2025_01.csv
T004970,C00307,P0024,2025-05-01,237.03,2,WELCOME5,2025-05-02 07:00:00,batch_2025_01.csv
T003053,C00209,P0044,2025-07-04,179.42,2,,2025-07-04 08:00:00,batch_2025_01.csv
T000834,C00075,P0003,2025-05-13,648.12,2,SAVE10,2025-05-13 05:00:00,batch_2025_01.csv
T002679,C00440,P0140,2025-07-28,395.89,3,SAVE10,2025-07-28 01:00:00,batch_2025_01.csv
T001236,C00013,P0130,2025-01-15,403.88,2,,2025-01-15 08:00:00,batch_2025_01.csv
T003164,C00235,P0006,2025-03-14,330.77,1,,2025-03-15 07:00:00,batch_2025_01.csv
T000332,,P0023,2025-04-22,123.43,4,SAVE10,2025-04-23 17:00:00,batch_2025_01.csv
T001798,C00248,P0070,2025-05-11,$300.71,4,,2025-05-11 20:00:00,batch_2025_01.csv
T003604,C00047,P0064,07/07/2025,741.49,2,,2025-07-07 23:00:00,batch_2025_01.csv
T001936,C00492,P0107,2025-08-14,825.67,5,,2025-08-15 22:00:00,batch_2025_01_late.csv
T004861,C00017,P0068,03/26/2025,487.92,4,SAVE10,2025-03-27 05:00:00,batch_2025_01.csv
T004946,C00159,P0111,2025-02-28,$895.79,5,SAVE10,2025-03-01 22:00:00,batch_2025_01.csv
T001504,C00306,P0054,2025-06-19,780.78,2,SAVE10,2025-06-19 19:00:00,batch_2025_01.csv
T000210,C00364,P0114,2025-01-22,$443.92,3,,2025-01-23 13:00:00,batch_2025_01.csv
T004219,C00229,P0023,03/07/2025,280.91,5,WELCOME5,2025-03-08 01:00:00,batch_2025_01.csv
T003902,C00014,P0043,08/15/2025,$560.37,2,,2025-08-16 21:00:00,batch_2025_01.csv
T004930,C00101,P0046,2025-08-23,338.45,4,SAVE10,2025-08-24 15:00:00,batch_2025_01.csv
T004322,C00290,P0016,02/15/2025,$635.87,2,,2025-02-17 00:00:00,batch_2025_01.csv
T003152,C00240,P0049,01/02/2025,847.71,2,,2025-01-03 11:00:00,batch_2025_01.csv
T000618,C00338,P0115,02/14/2025,337.83,2,WELCOME5,2025-02-14 17:00:00,batch_2025_01.csv
T004116,C00294,P0067,2025-06-09,$156.89,1,,2025-06-09 16:00:00,batch_2025_01.csv
T002889,C00204,P0119,2025-06-28,$673.90,5,WELCOME5,2025-06-29 08:00:00,batch_2025_01.csv
T000832,C00323,P0063,2025-07-12,143.24,4,SAVE10,2025-07-13 10:00:00,batch_2025_01.csv
T004638,C00154,P0062,2025-05-17,670.57,2,,2025-05-18 17:00:00,batch_2025_01.csv
T002093,C00219,P0110,2025-05-08,$539.77,3,,2025-05-08 02:00:00,batch_2025_01.csv
T000927,C00434,P0049,2025-06-28,390.48,5,,2025-06-29 03:00:00,batch_2025_01.csv
T001836,,P0129,2025-07-19,691.27,5,,2025-07-20 11:00:00,batch_2025_01.csv
T001087,C00011,P0080,2025-02-15,153.32,2,,2025-02-16 02:00:00,batch_2025_01.csv
T004263,C00050,P0119,2025-07-11,17.57,2,,2025-07-11 18:00:00,batch_2025_01.csv
T004162,C00470,P0130,2025-01-03,$702.42,4,,2025-01-04 08:00:00,batch_2025_01.csv
T002904,C00153,P0069,2025-02-24,145.26,1,,2025-02-25 09:00:00,batch_2025_01.csv
T003978,C00032,P0048,2025-02-15,398.22,1,,2025-02-16 02:00:00,batch_2025_01.csv
T000596,,P0125,2025-06-02,109.98,4,,2025-06-03 06:00:00,batch_2025_01.csv
T001668,C00128,P0097,2025-07-29,385.31,3,,2025-07-29 01:00:00,batch_2025_01.csv
T001937,C00069,P0015,06/04/2025,76.02,5,,2025-06-04 05:00:00,batch_2025_01.csv
T004785,C00162,P9999,2025-03-05,-45.00,3,SAVE10,2025-03-05 15:00:00,batch_2025_01.csv
T004980,C00298,P0010,2025-01-17,528.10,4,,2025-01-18 17:00:00,batch_2025_01.csv
T000872,C00432,P0055,2025-05-11,$529.96,5,,2025-05-11 19:00:00,batch_2025_01.csv
T002473,C00050,P0060,2025-03-22,484.66,2,,2025-03-22 01:00:00,batch_2025_01.csv
T002378,C00292,P0072,2025-05-30,348.23,1,SAVE10,2025-05-30 04:00:00,batch_2025_01.csv
T002767,C00169,P0001,2025-04-25,186.14,5,,2025-04-25 03:00:00,batch_2025_01.csv
T001357,C00360,P0049,2025-01-25,185.75,5,SAVE10,2025-01-26 11:00:00,batch_2025_01.csv
T000278,C00012,P0038,08/23/2025,531.26,3,,2025-08-23 10:00:00,batch_2025_01.csv
T001531,C00494,P0071,04/13/2025,$133.27,2,,2025-04-13 08:00:00,batch_2025_01.csv
T001126,C00445,P0023,2025-04-27,453.03,1,,2025-04-27 21:00:00,batch_2025_01.csv
T000171,C00433,P0112,03/26/2025,583.26,5,,2025-03-27 13:00:00,batch_2025_01.csv
T001058,C00385,P0103,08/25/2025,455.66,1,,2025-08-27 00:00:00,batch_2025_01.csv
